Date,Shift,Component,Defect Type,Temperature,Rejected Qty,Produced Qty,Machine,Sand Moisture (%),Pouring Time (sec),Operator,Cooling Time (min),Mold Hardness,Humidity (%),Inspection Result,Rejection Rate (%),Month,Year
2026-04-24,C,Gear Housing,Crack,761.0,102,885,M4,5.64,18.5,OP14,44,78,51,Fail,11.53,4.0,2026.0
2025-01-05,C,Clutch Plate,Sand Inclusion,652.0,36,677,M3,7.12,18.36,OP04,75,64,62,Fail,5.32,1.0,2025.0
2025-05-15,A,Brake Drum,Misrun,711.0,2,701,M3,6.77,26.33,OP01,62,83,71,Pass,0.29,5.0,2025.0
2025-11-04,A,Clutch Plate,Shrinkage,680.0,10,846,M5,3.61,21.28,OP05,64,83,36,Pass,1.18,11.0,2025.0
2026-03-15,A,Brake Drum,Cold Shut,679.0,14,819,M2,5.76,30.0,OP05,34,86,61,Fail,1.71,3.0,2026.0
2025-05-29,C,Wheel Hub,Shrinkage,762.0,58,868,M4,4.59,27.73,OP17,66,64,49,Pass,6.68,5.0,2025.0
2025-01-28,C,Clutch Plate,Crack,780.0,17,1122,M2,3.58,10.12,OP01,41,76,66,Fail,1.52,1.0,2025.0
2025-06-21,C,Wheel Hub,Porosity,731.0,111,955,M2,3.77,11.89,OP09,48,74,73,Fail,11.62,6.0,2025.0
2025-08-30,A,Wheel Hub,Crack,679.0,92,947,M3,6.77,16.13,OP07,26,76,42,Fail,9.71,8.0,2025.0
2025-12-01,B,Wheel Hub,Misrun,761.0,6,892,M3,7.08,13.2,OP16,49,91,50,Pass,0.67,12.0,2025.0
2025-04-05,B,Clutch Plate,Misrun,773.0,8,841,M3,6.54,24.29,OP16,83,81,85,Pass,0.95,4.0,2025.0
2026-03-06,A,Brake Drum,Porosity,679.0,13,428,M3,6.13,29.27,OP18,49,68,72,Pass,3.04,3.0,2026.0
2026-03-10,A,Wheel Hub,Crack,713.0,63,725,M5,4.83,16.25,OP11,21,76,66,Fail,8.69,3.0,2026.0
2026-03-16,A,Wheel Hub,Porosity,999.0,85,1051,M1,6.95,27.59,OP16,67,90,41,Fail,8.09,3.0,2026.0
2025-11-14,B,Brake Drum,Cold Shut,655.0,81,736,M2,6.11,21.74,OP06,80,86,65,Fail,11.01,11.0,2025.0
2025-05-14,B,Clutch Plate,Cold Shut,650.0,83,722,M1,4.53,25.93,OP07,34,68,66,Pass,11.5,5.0,2025.0
2025-01-23,C,Gear Housing,Shrinkage,742.0,70,602,M5,6.04,28.9,OP04,33,63,66,Fail,11.63,1.0,2025.0
2026-04-05,A,Cylinder Head,Porosity,771.0,41,406,M4,4.87,11.28,OP18,26,81,49,Fail,10.1,4.0,2026.0
2025-07-17,B,Cylinder Head,Porosity,662.0,40,679,M3,3.18,10.92,OP09,71,72,83,Pass,5.89,7.0,2025.0
2025-07-07,C,Gear Housing,Cold Shut,745.0,47,942,M5,4.99,21.63,OP04,23,62,70,Pass,4.99,7.0,2025.0
2026-04-18,A,Engine Block,Shrinkage,738.0,56,652,M1,6.37,17.8,OP05,63,62,60,Fail,8.59,4.0,2026.0
2026-01-05,C,Engine Block,Cold Shut,728.0,65,668,M4,3.03,23.15,OP10,47,65,71,Fail,9.73,1.0,2026.0
2025-03-27,C,Gear Housing,Cold Shut,673.0,14,1052,M4,3.42,27.46,OP04,88,84,37,Fail,1.33,3.0,2025.0
2025-05-18,C,Clutch Plate,Cold Shut,755.0,60,864,M3,6.24,17.42,OP04,77,78,79,Fail,6.94,5.0,2025.0
2025-07-19,C,Wheel Hub,Misrun,761.0,19,541,M5,7.1,15.73,OP07,77,82,77,Fail,3.51,7.0,2025.0
2025-06-02,C,Gear Housing,Shrinkage,767.0,76,879,M3,7.23,25.48,OP08,20,78,40,Pass,8.65,6.0,2025.0
2025-10-11,A,Cylinder Head,Misrun,722.0,22,987,M1,5.05,13.53,OP17,73,86,57,Pass,2.23,10.0,2025.0
2026-01-14,C,Clutch Plate,Shrinkage,668.0,91,831,M1,6.85,25.57,OP19,41,85,85,Pass,10.95,1.0,2026.0
2025-09-11,B,Cylinder Head,Porosity,775.0,72,751,M4,3.49,17.9,OP10,75,89,82,Fail,9.59,9.0,2025.0
2026-03-16,C,Clutch Plate,Porosity,751.0,45,1081,M3,5.06,25.76,OP05,85,78,75,Pass,4.16,3.0,2026.0
2026-01-16,B,Engine Block,Sand Inclusion,716.894983277592,17,649,M1,3.11,22.59,OP13,36,64,37,Pass,2.62,1.0,2026.0
2025-12-05,A,Wheel Hub,Porosity,723.0,22,820,M1,5.5,20.89,OP20,32,79,74,Pass,2.68,12.0,2025.0
2025-10-26,A,Cylinder Head,Cold Shut,676.0,20,794,M1,4.3,19.37,OP03,45,94,40,Fail,2.52,10.0,2025.0
2025-02-11,B,Clutch Plate,Shrinkage,769.0,35,923,M3,6.68,13.78,OP04,50,72,81,Fail,3.79,2.0,2025.0
2025-01-22,C,Cylinder Head,Cold Shut,760.0,55,823,M5,6.96,13.71,OP11,79,66,71,Fail,6.68,1.0,2025.0
2026-02-01,B,Engine Block,Crack,712.0,64,1153,M3,4.84,18.57,OP16,61,64,51,Pass,5.55,2.0,2026.0
2025-04-27,A,Brake Drum,Sand Inclusion,776.0,53,784,M4,4.24,17.7,OP13,48,66,59,Pass,6.76,4.0,2025.0
2026-01-29,B,Clutch Plate,Crack,666.0,63,1092,M3,5.68,26.25,OP02,52,93,53,Pass,5.77,1.0,2026.0
2026-01-24,C,Clutch Plate,Cold Shut,710.0,21,421,M4,3.1,22.29,OP16,22,69,41,Fail,4.99,1.0,2026.0
2025-09-18,B,Gear Housing,Shrinkage,650.0,11,732,M3,6.02,13.11,OP12,38,75,76,Pass,1.5,9.0,2025.0
2026-03-01,C,Gear Housing,Shrinkage,772.0,40,739,M2,6.99,22.34,OP12,21,75,65,Fail,5.41,3.0,2026.0
2025-01-27,B,Clutch Plate,Shrinkage,731.0,61,925,M2,6.62,24.7,OP03,80,82,44,Pass,6.59,1.0,2025.0
2025-01-24,A,Engine Block,Cold Shut,694.0,16,485,M3,3.19,29.3,OP12,58,70,82,Fail,3.3,1.0,2025.0
2025-11-05,C,Clutch Plate,Shrinkage,721.0,22,562,M1,7.46,20.65,OP11,73,60,36,Pass,3.91,11.0,2025.0
2025-12-22,C,Cylinder Head,Cold Shut,691.0,44,795,M2,7.12,18.48,OP08,66,69,54,Pass,5.53,12.0,2025.0
2026-03-05,C,Clutch Plate,Crack,750.0,107,1155,M3,6.26,21.89,OP18,81,84,36,Pass,9.26,3.0,2026.0
2026-02-25,C,Cylinder Head,Shrinkage,671.0,83,1132,M2,6.92,10.86,OP08,71,82,53,Pass,7.33,2.0,2026.0
,A,Gear Housing,Misrun,668.0,82,1038,M1,6.97,22.65,OP08,20,66,81,Fail,7.9,,
2026-02-21,C,Engine Block,Misrun,681.0,79,732,M2,4.43,16.17,OP07,30,64,67,Fail,10.79,2.0,2026.0
2025-02-17,C,Engine Block,Misrun,767.0,33,769,M1,6.49,11.37,OP12,52,87,53,Pass,4.29,2.0,2025.0
2025-06-02,C,Gear Housing,Shrinkage,731.0,72,614,M3,3.98,29.06,OP15,24,80,38,Fail,11.73,6.0,2025.0
2026-03-04,B,Clutch Plate,Sand Inclusion,675.0,76,997,M2,5.31,27.88,OP16,53,61,45,Pass,7.62,3.0,2026.0
2026-05-08,A,Brake Drum,Shrinkage,767.0,54,1053,M1,6.43,26.09,OP08,25,67,53,Fail,5.13,5.0,2026.0
2025-01-16,A,Gear Housing,Crack,696.0,112,1166,M5,4.76,17.94,OP10,44,92,65,Pass,9.61,1.0,2025.0
2026-01-19,B,Gear Housing,Crack,767.0,57,602,M4,3.68,11.19,OP08,49,94,46,Fail,9.47,1.0,2026.0
2025-11-06,B,Gear Housing,Misrun,714.0,70,643,M1,6.87,14.54,OP07,77,83,84,Pass,10.89,11.0,2025.0
2025-10-23,C,Cylinder Head,Misrun,696.0,20,1018,M1,4.15,28.29,OP20,84,95,36,Pass,1.96,10.0,2025.0
2025-05-21,A,Gear Housing,Cold Shut,699.0,40,786,M4,4.21,13.37,OP01,66,89,39,Fail,5.09,5.0,2025.0
2025-09-02,A,Brake Drum,Shrinkage,746.0,49,548,M4,4.42,11.05,OP18,73,85,43,Fail,8.94,9.0,2025.0
2026-01-01,B,Gear Housing,Sand Inclusion,777.0,18,609,M4,3.73,11.2,OP11,72,67,72,Pass,2.96,1.0,2026.0
2025-11-29,A,Cylinder Head,Porosity,747.0,54,788,M4,3.36,15.79,OP04,44,84,74,Fail,6.85,11.0,2025.0
2025-08-23,A,Engine Block,Sand Inclusion,691.0,30,640,M2,4.4,23.13,OP11,68,85,55,Pass,4.69,8.0,2025.0
2025-09-20,B,Gear Housing,Sand Inclusion,737.0,43,902,M3,7.02,17.72,OP12,60,71,60,Fail,4.77,9.0,2025.0
2026-04-15,C,Gear Housing,Crack,759.0,72,1014,M1,7.47,28.37,OP19,45,85,48,Fail,7.1,4.0,2026.0
2026-02-19,B,Brake Drum,Shrinkage,677.0,133,1141,M5,3.26,17.17,OP12,23,85,51,Pass,11.66,2.0,2026.0
2025-10-01,C,Wheel Hub,Porosity,720.0,42,508,M4,5.36,24.31,OP01,68,93,62,Pass,8.27,10.0,2025.0
2026-05-04,B,Brake Drum,Porosity,698.0,60,678,M2,4.64,24.73,OP01,50,61,43,Fail,8.85,5.0,2026.0
2025-02-20,C,Clutch Plate,Shrinkage,689.0,74,1066,M4,6.94,12.77,OP08,33,69,57,Fail,6.94,2.0,2025.0
2025-09-02,C,Brake Drum,Cold Shut,709.0,90,959,M4,6.73,23.5,OP10,76,72,84,Fail,9.38,9.0,2025.0
2025-11-13,A,Wheel Hub,Crack,731.0,36,569,M3,5.23,19.77,OP04,37,78,68,Pass,6.33,11.0,2025.0
2026-03-13,C,Wheel Hub,Cold Shut,734.0,54,885,M5,4.4,24.21,OP05,75,89,58,Pass,6.1,3.0,2026.0
2025-10-30,C,Clutch Plate,Crack,675.0,55,496,M3,5.12,11.65,OP04,79,66,39,Fail,11.09,10.0,2025.0
2026-04-15,A,Cylinder Head,Misrun,770.0,93,1072,M1,6.17,23.75,OP06,79,74,64,Fail,8.68,4.0,2026.0
2025-09-03,A,Clutch Plate,Crack,685.0,2,677,M4,4.01,29.05,OP07,34,64,68,Fail,0.3,9.0,2025.0
2025-03-25,C,Gear Housing,Porosity,674.0,11,865,M3,4.68,11.66,OP14,48,87,64,Fail,1.27,3.0,2025.0
2026-04-20,B,Gear Housing,Cold Shut,999.0,92,828,M3,3.04,13.91,OP03,57,61,40,Fail,11.11,4.0,2026.0
2025-09-09,C,Clutch Plate,Shrinkage,706.0,54,834,M2,5.36,26.99,OP12,24,73,44,Fail,6.47,9.0,2025.0
2026-03-23,B,Wheel Hub,Cold Shut,716.894983277592,37,577,M3,3.8,22.3,OP17,37,75,84,Pass,6.41,3.0,2026.0
2026-04-24,B,Wheel Hub,Porosity,675.0,60,1076,M2,6.63,12.96,OP13,53,92,82,Fail,5.58,4.0,2026.0
2025-05-10,A,Engine Block,Crack,716.0,44,1069,M5,5.47,23.54,OP05,87,65,81,Fail,4.12,5.0,2025.0
2026-02-13,C,Engine Block,Cold Shut,677.0,58,760,M5,3.35,18.54,OP02,40,70,74,Fail,7.63,2.0,2026.0
2025-03-18,C,Wheel Hub,Crack,663.0,5,517,M1,6.33,24.08,OP17,46,61,45,Fail,0.97,3.0,2025.0
2025-05-23,A,Brake Drum,Porosity,767.0,36,917,M2,5.11,11.11,OP15,77,64,40,Pass,3.93,5.0,2025.0
2025-09-30,B,Cylinder Head,Sand Inclusion,751.0,65,678,M3,6.06,28.81,OP15,89,80,52,Pass,9.59,9.0,2025.0
2025-02-05,C,Gear Housing,Crack,738.0,1,884,M3,5.65,19.34,OP04,32,72,83,Pass,0.11,2.0,2025.0
2025-05-29,C,Cylinder Head,Shrinkage,743.0,18,1077,M3,3.59,26.37,OP01,35,60,69,Fail,1.67,5.0,2025.0
2025-01-29,A,Gear Housing,Crack,753.0,5,1124,M2,7.1,10.18,OP13,23,74,65,Fail,0.44,1.0,2025.0
2025-08-14,A,Brake Drum,Misrun,719.0,54,795,M3,3.84,23.84,OP03,41,64,72,Fail,6.79,8.0,2025.0
2025-12-15,A,Clutch Plate,Porosity,716.0,51,886,M4,4.79,24.27,OP09,70,87,70,Fail,5.76,12.0,2025.0
2025-10-31,A,Wheel Hub,Sand Inclusion,718.0,27,417,M4,6.5,18.2,OP06,35,70,44,Fail,6.47,10.0,2025.0
2026-01-07,B,Cylinder Head,Crack,656.0,54,464,M4,3.68,27.85,OP16,45,71,59,Fail,11.64,1.0,2026.0
2026-03-10,A,Brake Drum,Porosity,688.0,102,1103,M4,6.14,14.5,OP12,75,81,41,Fail,9.25,3.0,2026.0
2025-08-20,C,Wheel Hub,Cold Shut,767.0,60,664,M3,6.49,15.88,OP01,72,82,72,Fail,9.04,8.0,2025.0
2025-08-19,B,Wheel Hub,Shrinkage,716.894983277592,22,640,M5,4.31,10.29,OP09,32,94,75,Pass,3.44,8.0,2025.0
2026-03-01,B,Clutch Plate,Crack,685.0,23,784,M3,4.56,21.84,OP12,42,60,61,Pass,2.93,3.0,2026.0
2026-04-26,A,Gear Housing,Cold Shut,770.0,6,469,M4,7.4,24.85,OP01,47,79,76,Pass,1.28,4.0,2026.0
2026-05-10,C,Gear Housing,Porosity,671.0,10,1167,M5,5.2,29.48,OP15,84,81,50,Pass,0.86,5.0,2026.0
2025-09-08,C,Brake Drum,Sand Inclusion,675.0,11,419,M4,5.68,26.14,OP20,85,66,42,Pass,2.63,9.0,2025.0
2026-05-10,A,Gear Housing,Sand Inclusion,733.0,25,844,M3,5.62,16.52,OP03,62,64,59,Pass,2.96,5.0,2026.0
2025-10-01,C,Cylinder Head,Misrun,753.0,0,648,M1,7.15,15.71,OP17,85,67,49,Fail,0.0,10.0,2025.0
2025-12-03,A,Engine Block,Sand Inclusion,757.0,29,1004,M3,6.75,16.63,OP03,43,79,73,Pass,2.89,12.0,2025.0
2026-01-30,C,Cylinder Head,Shrinkage,726.0,30,960,M4,3.83,24.63,OP15,22,78,74,Fail,3.12,1.0,2026.0
2026-04-09,A,Clutch Plate,Porosity,758.0,122,1173,M1,5.74,18.9,OP11,58,68,42,Pass,10.4,4.0,2026.0
2025-05-30,B,Engine Block,Crack,751.0,14,1182,M4,7.5,13.9,OP15,35,76,67,Pass,1.18,5.0,2025.0
2026-01-17,C,Cylinder Head,Misrun,715.0,28,866,M1,5.91,17.5,OP19,50,84,69,Pass,3.23,1.0,2026.0
2026-03-01,C,Clutch Plate,Misrun,762.0,112,1185,M2,4.74,10.02,OP04,88,74,59,Pass,9.45,3.0,2026.0
,A,Engine Block,Cold Shut,681.0,55,523,M3,5.53,27.55,OP05,74,80,45,Fail,10.52,,
2025-06-29,B,Wheel Hub,Misrun,670.0,22,782,M2,5.94,20.64,OP05,87,64,38,Pass,2.81,6.0,2025.0
2025-08-13,C,Cylinder Head,Crack,707.0,58,715,M1,7.43,25.79,OP12,32,76,46,Pass,8.11,8.0,2025.0
2025-03-17,A,Brake Drum,Shrinkage,775.0,7,444,M1,6.55,10.91,OP08,87,79,35,Pass,1.58,3.0,2025.0
2025-07-02,A,Gear Housing,Misrun,697.0,59,674,M4,5.72,27.2,OP13,23,80,36,Fail,8.75,7.0,2025.0
2025-10-04,C,Wheel Hub,Sand Inclusion,771.0,29,504,M2,3.92,25.6,OP16,58,92,50,Fail,5.75,10.0,2025.0
2026-05-07,A,Wheel Hub,Sand Inclusion,738.0,27,500,M2,6.63,23.2,OP14,75,68,45,Fail,5.4,5.0,2026.0
2025-06-13,B,Cylinder Head,Crack,689.0,43,426,M5,4.42,21.38,OP20,65,79,66,Pass,10.09,6.0,2025.0
2025-06-05,C,Brake Drum,Cold Shut,669.0,2,409,M3,3.11,23.48,OP16,88,82,78,Fail,0.49,6.0,2025.0
2025-01-03,C,Brake Drum,Sand Inclusion,745.0,67,819,M4,4.97,29.5,OP13,27,90,49,Pass,8.18,1.0,2025.0
2025-07-08,B,Cylinder Head,Shrinkage,740.0,73,711,M5,4.95,25.41,OP07,20,79,84,Pass,10.27,7.0,2025.0
2025-10-28,B,Gear Housing,Misrun,721.0,96,942,M1,4.49,14.76,OP14,73,63,83,Fail,10.19,10.0,2025.0
2025-04-02,C,Engine Block,Sand Inclusion,651.0,57,1067,M4,6.64,11.49,OP01,52,66,44,Pass,5.34,4.0,2025.0
2025-12-18,C,Brake Drum,Misrun,736.0,66,1199,M5,5.06,27.55,OP06,30,60,68,Pass,5.5,12.0,2025.0
2026-02-28,A,Wheel Hub,Crack,742.0,75,948,M1,4.88,26.53,OP15,27,74,40,Pass,7.91,2.0,2026.0
2025-06-03,B,Gear Housing,Sand Inclusion,712.0,27,722,M4,7.22,27.37,OP04,85,80,71,Fail,3.74,6.0,2025.0
2025-02-06,C,Gear Housing,Crack,695.0,32,506,M2,7.35,18.53,OP17,20,82,62,Fail,6.32,2.0,2025.0
2025-06-04,A,Engine Block,Misrun,750.0,5,981,M2,6.96,22.36,OP05,22,68,79,Pass,0.51,6.0,2025.0
2026-02-09,B,Engine Block,Sand Inclusion,665.0,105,1050,M4,5.11,20.93,OP14,77,83,37,Fail,10.0,2.0,2026.0
2025-05-24,C,Clutch Plate,Cold Shut,697.0,24,557,M4,5.09,10.52,OP07,44,65,54,Pass,4.31,5.0,2025.0
2026-04-13,B,Wheel Hub,Misrun,711.0,30,476,M2,6.26,28.97,OP02,82,62,73,Fail,6.3,4.0,2026.0
2025-04-03,A,Gear Housing,Crack,770.0,19,672,M3,6.16,24.59,OP13,28,87,42,Pass,2.83,4.0,2025.0
2025-11-12,C,Gear Housing,Crack,694.0,42,533,M1,6.47,28.67,OP19,51,90,47,Pass,7.88,11.0,2025.0
2025-09-09,A,Engine Block,Porosity,748.0,86,726,M3,4.07,23.64,OP15,44,91,43,Pass,11.85,9.0,2025.0
2026-03-13,C,Engine Block,Shrinkage,706.0,75,872,M2,7.31,13.18,OP01,82,66,49,Pass,8.6,3.0,2026.0
2025-06-08,B,Brake Drum,Shrinkage,686.0,43,465,M4,3.84,19.04,OP15,25,63,35,Fail,9.25,6.0,2025.0
2025-09-17,B,Gear Housing,Porosity,745.0,27,866,M4,4.22,13.7,OP12,69,81,45,Pass,3.12,9.0,2025.0
2025-01-12,B,Cylinder Head,Misrun,680.0,96,877,M5,7.08,16.63,OP07,71,94,85,Pass,10.95,1.0,2025.0
2026-02-28,B,Clutch Plate,Misrun,752.0,64,1017,M1,6.33,16.81,OP02,53,90,79,Fail,6.29,2.0,2026.0
2025-01-18,B,Gear Housing,Crack,657.0,63,1044,M1,6.09,14.8,OP12,82,76,48,Pass,6.03,1.0,2025.0
2025-07-18,A,Clutch Plate,Sand Inclusion,668.0,20,880,M2,3.65,19.1,OP17,21,69,64,Fail,2.27,7.0,2025.0
2025-01-30,A,Engine Block,Porosity,760.0,102,979,M4,7.02,22.05,OP09,57,78,80,Pass,10.42,1.0,2025.0
2025-04-08,B,Brake Drum,Misrun,776.0,28,810,M4,7.5,21.72,OP20,29,78,50,Fail,3.46,4.0,2025.0
2025-11-06,C,Wheel Hub,Shrinkage,723.0,45,419,M5,5.15,28.04,OP18,28,93,41,Fail,10.74,11.0,2025.0
2025-06-09,A,Cylinder Head,Crack,709.0,13,452,M3,6.23,28.01,OP18,22,77,64,Fail,2.88,6.0,2025.0
2025-04-28,A,Clutch Plate,Cold Shut,666.0,105,998,M5,6.47,16.86,OP20,25,78,68,Fail,10.52,4.0,2025.0
2025-05-22,B,Brake Drum,Cold Shut,689.0,66,882,M5,7.38,22.12,OP08,88,79,50,Pass,7.48,5.0,2025.0
2026-01-15,B,Wheel Hub,Misrun,668.0,24,560,M4,4.81,20.35,OP13,55,82,49,Pass,4.29,1.0,2026.0
2026-01-26,C,Brake Drum,Misrun,697.0,31,460,M1,3.32,16.12,OP04,56,64,81,Pass,6.74,1.0,2026.0
2025-03-04,C,Gear Housing,Misrun,709.0,64,917,M4,5.76,26.47,OP18,79,90,85,Pass,6.98,3.0,2025.0
2025-05-15,A,Brake Drum,Sand Inclusion,759.0,49,926,M5,5.31,14.74,OP05,29,93,85,Fail,5.29,5.0,2025.0
2025-07-01,A,Gear Housing,Shrinkage,691.0,104,876,M5,6.41,17.3,OP06,25,83,44,Pass,11.87,7.0,2025.0
2026-04-12,A,Wheel Hub,Shrinkage,661.0,29,445,M5,3.13,12.69,OP16,42,62,84,Pass,6.52,4.0,2026.0
2026-02-24,B,Clutch Plate,Crack,663.0,83,1156,M1,5.68,23.44,OP03,54,90,43,Pass,7.18,2.0,2026.0
2026-03-09,C,Wheel Hub,Shrinkage,708.0,18,422,M1,3.26,20.18,OP18,49,79,44,Fail,4.27,3.0,2026.0
2026-05-15,B,Gear Housing,Sand Inclusion,771.0,51,493,M4,6.61,10.12,OP17,69,88,36,Fail,10.34,5.0,2026.0
2025-12-25,A,Wheel Hub,Crack,729.0,27,1108,M1,4.36,21.8,OP10,86,92,67,Fail,2.44,12.0,2025.0
2026-03-02,A,Engine Block,Cold Shut,652.0,95,969,M2,5.62,10.93,OP01,74,60,43,Fail,9.8,3.0,2026.0
2025-04-16,B,Wheel Hub,Shrinkage,663.0,57,1125,M3,6.89,21.49,OP08,53,64,42,Fail,5.07,4.0,2025.0
2025-11-01,B,Cylinder Head,Porosity,682.0,52,693,M3,4.97,11.89,OP15,44,71,52,Fail,7.5,11.0,2025.0
2025-06-11,B,Brake Drum,Cold Shut,751.0,90,948,M3,6.14,29.38,OP06,48,65,51,Fail,9.49,6.0,2025.0
2026-02-14,C,Wheel Hub,Sand Inclusion,725.0,54,729,M3,5.95,11.05,OP19,80,61,43,Fail,7.41,2.0,2026.0
2025-04-20,C,Clutch Plate,Porosity,711.0,4,663,M2,7.22,28.92,OP05,85,75,53,Fail,0.6,4.0,2025.0
2025-12-04,B,Wheel Hub,Shrinkage,715.0,5,849,M1,4.08,26.76,OP18,73,82,49,Fail,0.59,12.0,2025.0
2026-02-08,C,Wheel Hub,Shrinkage,776.0,61,735,M5,5.51,28.02,OP15,51,95,74,Pass,8.3,2.0,2026.0
2025-12-05,B,Clutch Plate,Sand Inclusion,668.0,71,688,M4,5.98,17.44,OP15,75,66,36,Pass,10.32,12.0,2025.0
2026-01-04,A,Wheel Hub,Shrinkage,685.0,0,959,M1,4.93,19.74,OP08,23,81,81,Pass,0.0,1.0,2026.0
2025-08-31,C,Clutch Plate,Crack,658.0,52,858,M1,6.6,11.37,OP13,61,61,43,Fail,6.06,8.0,2025.0
2026-05-10,A,Wheel Hub,Sand Inclusion,714.0,35,567,M3,6.79,14.45,OP07,20,79,66,Pass,6.17,5.0,2026.0
2025-07-28,B,Cylinder Head,Cold Shut,653.0,80,1170,M5,6.72,26.75,OP13,49,60,74,Fail,6.84,7.0,2025.0
,A,Clutch Plate,Misrun,777.0,14,673,M1,5.56,11.8,OP15,22,63,56,Pass,2.08,,
2025-10-12,C,Brake Drum,Crack,726.0,47,404,M1,6.72,21.21,OP17,72,91,40,Fail,11.63,10.0,2025.0
2025-08-25,A,Gear Housing,Sand Inclusion,660.0,83,739,M4,4.99,10.66,OP12,48,67,35,Fail,11.23,8.0,2025.0
2025-07-20,C,Cylinder Head,Cold Shut,661.0,99,904,M2,5.81,12.85,OP01,44,94,64,Pass,10.95,7.0,2025.0
2026-05-02,A,Cylinder Head,Shrinkage,718.0,34,626,M1,5.54,14.83,OP05,43,64,42,Pass,5.43,5.0,2026.0
2026-01-20,A,Gear Housing,Porosity,693.0,59,513,M4,7.5,14.74,OP18,84,92,51,Fail,11.5,1.0,2026.0
2026-01-07,C,Wheel Hub,Porosity,686.0,39,608,M3,3.41,22.2,OP11,42,89,62,Fail,6.41,1.0,2026.0
2025-09-12,A,Gear Housing,Crack,768.0,70,628,M5,3.66,27.57,OP07,43,66,79,Fail,11.15,9.0,2025.0
2025-05-31,A,Brake Drum,Cold Shut,716.894983277592,56,692,M1,6.14,19.96,OP14,28,86,63,Pass,8.09,5.0,2025.0
2026-04-30,A,Engine Block,Crack,677.0,72,1067,M3,5.76,13.79,OP07,34,76,69,Pass,6.75,4.0,2026.0
2026-01-16,C,Engine Block,Crack,681.0,56,674,M2,3.95,28.03,OP12,43,68,76,Pass,8.31,1.0,2026.0
2026-01-27,A,Cylinder Head,Porosity,756.0,14,476,M2,3.12,21.14,OP19,26,64,79,Pass,2.94,1.0,2026.0
2025-02-02,B,Clutch Plate,Porosity,686.0,18,564,M4,4.75,22.99,OP08,60,62,71,Pass,3.19,2.0,2025.0
2026-01-13,C,Brake Drum,Shrinkage,660.0,72,1113,M4,6.34,12.05,OP06,31,92,38,Pass,6.47,1.0,2026.0
2025-06-07,C,Engine Block,Crack,663.0,35,448,M2,3.46,22.07,OP08,68,85,59,Pass,7.81,6.0,2025.0
2025-04-06,B,Engine Block,Cold Shut,738.0,59,622,M4,4.98,29.62,OP14,31,94,83,Fail,9.49,4.0,2025.0
2026-04-26,A,Clutch Plate,Crack,744.0,16,476,M2,4.63,24.45,OP17,24,80,51,Pass,3.36,4.0,2026.0
2025-02-14,C,Gear Housing,Shrinkage,720.0,35,551,M3,3.35,13.75,OP19,47,66,67,Fail,6.35,2.0,2025.0
2026-05-10,B,Gear Housing,Misrun,660.0,2,707,M3,5.0,19.15,OP14,42,66,64,Pass,0.28,5.0,2026.0
2025-08-14,A,Wheel Hub,Crack,659.0,17,556,M1,4.38,29.35,OP15,50,82,73,Pass,3.06,8.0,2025.0
2025-09-10,C,Brake Drum,Porosity,684.0,47,1156,M1,4.79,24.0,OP02,90,72,48,Fail,4.07,9.0,2025.0
2025-09-10,B,Cylinder Head,Crack,686.0,85,1191,M2,4.08,27.22,OP09,39,78,80,Fail,7.14,9.0,2025.0
2025-11-10,C,Cylinder Head,Porosity,654.0,121,1032,M4,4.94,18.9,OP07,88,60,48,Pass,11.72,11.0,2025.0
2025-01-04,C,Engine Block,Sand Inclusion,749.0,10,1014,M3,7.32,17.13,OP11,66,79,74,Fail,0.99,1.0,2025.0
,A,Engine Block,Shrinkage,697.0,19,747,M3,6.19,29.09,OP17,64,66,61,Pass,2.54,,
2025-07-31,A,Wheel Hub,Porosity,672.0,26,407,M2,4.23,29.75,OP19,29,71,85,Pass,6.39,7.0,2025.0
2025-02-19,A,Clutch Plate,Porosity,707.0,0,405,M2,6.86,26.21,OP05,78,92,48,Fail,0.0,2.0,2025.0
2025-12-19,A,Clutch Plate,Sand Inclusion,774.0,93,939,M4,4.7,27.58,OP02,81,71,70,Fail,9.9,12.0,2025.0
2025-01-08,B,Engine Block,Misrun,763.0,14,474,M1,6.84,16.57,OP05,24,67,80,Fail,2.95,1.0,2025.0
2025-12-14,B,Cylinder Head,Shrinkage,692.0,80,833,M5,7.5,15.2,OP10,28,80,71,Fail,9.6,12.0,2025.0
2025-02-11,A,Engine Block,Crack,656.0,43,699,M4,6.05,26.26,OP03,42,65,46,Fail,6.15,2.0,2025.0
,B,Engine Block,Cold Shut,742.0,5,537,M2,3.46,20.94,OP05,73,78,51,Pass,0.93,,
2025-07-16,A,Cylinder Head,Cold Shut,758.0,45,1060,M1,3.78,24.15,OP14,69,82,76,Pass,4.25,7.0,2025.0
2025-12-14,C,Engine Block,Porosity,760.0,93,1015,M1,4.49,14.6,OP09,66,71,59,Pass,9.16,12.0,2025.0
2025-01-27,B,Gear Housing,Misrun,720.0,55,562,M1,5.24,12.14,OP20,34,74,41,Fail,9.79,1.0,2025.0
2025-01-10,C,Gear Housing,Cold Shut,678.0,57,825,M2,6.8,21.32,OP19,21,73,66,Pass,6.91,1.0,2025.0
2025-04-25,C,Engine Block,Shrinkage,719.0,24,821,M2,7.44,16.29,OP01,35,85,65,Pass,2.92,4.0,2025.0
